name,molecule,dosage_form,date_of_approval,company,treatment_for,url,molecule_url,drug_class,image,related_drugs,rating,reviews,reviews_url,side_effects_url,Availability,Pregnancy & Lactation,CSA Schedule*,Approval History,WADA Class,most_reviewed_condition,most_reviewed_rating,n_reviews,number_side_effects,price,shop_dosis,prices_url
Alyglo,"immune globulin intravenous, human-stwk",Liquid for Intravenous Injection,"December 15, 2023","GC Biopharma USA, Inc.",Primary Immunodeficiency Syndrome,https://www.drugs.com/alyglo.html,https://www.drugs.com/mtm/immune-globulin-intravenous-igiv.html,,,"Hizentra, Privigen, Octagam, Cuvitru, Gammagard Liquid, immune globulin intravenous",,,,https://www.drugs.com/sfx/alyglo-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,,,,12.0,,,
Amevive,alefacept,,"January 30, 2003","Biogen, Inc",Psoriasis,https://www.drugs.com/amevive.html,https://www.drugs.com/cons/alefacept.html,Selective immunosuppressants,,,,,,https://www.drugs.com/sfx/amevive-side-effects.html,Discontinued,Risk data available,Not a controlled drug,,,,,,6.0,,,
Amitiza,lubiprostone,Capsules,"January 31, 2006","Sucampo Pharmaceuticals, Inc.","Chronic Idiopathic Constipation, Opioid-Induced Constipation, Irritable Bowel Syndrome with Constipation",https://www.drugs.com/amitiza.html,https://www.drugs.com/mtm/lubiprostone.html,Chloride channel activators,,,5.6,270,https://www.drugs.com/comments/lubiprostone/amitiza.html,https://www.drugs.com/sfx/amitiza-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2006,,Chronic Idiopathic Constipation  ,5.7,160,5.0,$400.27,8 mcg,https://www.drugs.com/price-guide/amitiza
Amjevita,adalimumab-atto,Injection,"September 23, 2016",Amgen Inc.,"Rheumatoid Arthritis, Juvenile Idiopathic Arthritis, Psoriatic Arthritis, Ankylosing Spondylitis, Crohn's Disease, Ulcerative Colitis, Plaque Psoriasis, Hidradenitis Suppurativa, Uveitis",https://www.drugs.com/amjevita.html,https://www.drugs.com/adalimumab.html,Antirheumatics,,"Entyvio, Otezla, Zeposia, prednisone, naproxen, methotrexate, triamcinolone ophthalmic",,,,https://www.drugs.com/sfx/amjevita-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,19.0,"$3,472.02",atto 10 mg/0.2 mL,https://www.drugs.com/price-guide/amjevita
Ammonul,sodium benzoate and sodium phenylacetate,Injection,"February 17, 2005",Medicis,Hyperammonemia,https://www.drugs.com/ammonul.html,https://www.drugs.com/cons/sodium-phenylacetate-and-benzoate.html,Miscellaneous uncategorized agents,,"sodium benzoate / sodium phenylacetate, Carbaglu",,,,https://www.drugs.com/sfx/ammonul-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,1.0,"$48,090.21",10%-10%,https://www.drugs.com/price-guide/ammonul
Amphadase,hyaluronidase,Injection,"October 26, 2004","Amphastar Pharmaceuticals, Inc",Adjuvant to increase the absorption and dispersion of other injected drugs,https://www.drugs.com/amphadase.html,https://www.drugs.com/mtm/hyaluronidase-injection.html,Hylenex,,"dexrazoxane, hyaluronidase, Hylenex, Vitrase, Hydase",,,,https://www.drugs.com/sfx/amphadase-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2004,,,,,12.0,$597.07,150 units/mL,https://www.drugs.com/price-guide/amphadase
Ampyra,dalfampridine,Extended Release Tablets  - formerly Fampridine-SR,"January 22, 2010","Acorda Therapeutics, Inc.",Multiple Sclerosis,https://www.drugs.com/ampyra.html,https://www.drugs.com/mtm/dalfampridine.html,Miscellaneous central nervous system agents,,"Vumerity, Zeposia, Avonex, Copaxone, Aubagio, Gilenya, Tecfidera",8.0,77,https://www.drugs.com/comments/dalfampridine/ampyra.html,https://www.drugs.com/sfx/ampyra-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2010,,Multiple Sclerosis  ,8.0,77,5.0,"$4,492.02",10 mg,https://www.drugs.com/price-guide/ampyra
Amtagvi,lifileucel,Suspension for Intravenous Infusion,"February 16, 2024","Iovance Biotherapeutics, Inc.",Melanoma,https://www.drugs.com/amtagvi.html,https://www.drugs.com/mtm/lifileucel.html,Miscellaneous antineoplastics,,"Opdivo, Keytruda, pembrolizumab, nivolumab, atezolizumab, dacarbazine",,,,https://www.drugs.com/sfx/amtagvi-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,,,,7.0,,,
Amturnide,"aliskiren, amlodipine and hydrochlorothiazide",Tablets,"December 21, 2010",Novartis Pharmaceuticals Corporation,High Blood Pressure,https://www.drugs.com/amturnide.html,https://www.drugs.com/cons/aliskiren-amlodipine-and-hydrochlorothiazide.html,Miscellaneous antihypertensive combinations,,,,,,https://www.drugs.com/sfx/amturnide-side-effects.html,Discontinued,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,,,,9.0,,,
Amvuttra,vutrisiran,Injection,"June 13, 2022","Alnylam Pharmaceuticals, Inc.",Hereditary Amyloidosis,https://www.drugs.com/amvuttra.html,https://www.drugs.com/vutrisiran.html,Miscellaneous metabolic agents,,"Vyndamax, Vyndaqel, Onpattro, Tegsedi, tafamidis, eplontersen, patisiran",,,,https://www.drugs.com/sfx/amvuttra-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2022,,,,,7.0,"$125,686.10",25 mg/0.5 mL,https://www.drugs.com/price-guide/amvuttra
Amyvid,florbetapir F 18,Injection,"April 6, 2012","Eli Lilly and Company and Avid Radiopharmaceuticals, Inc.",Diagnosis and Investigation,https://www.drugs.com/amyvid.html,https://www.drugs.com/mtm/florbetapir-f-18.html,Diagnostic radiopharmaceuticals,,"glucagon, mannitol, Lexiscan, Ceretec, arginine, metyrapone, Pylarify",,,,https://www.drugs.com/sfx/amyvid-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2012,,,,,6.0,,,
Anascorp,,,"August 3, 2011",,Scorpion Stings,https://www.drugs.com/anascorp.html,https://www.drugs.com/mtm/antivenom-centruroides-scorpion.html,Antitoxins and antivenins,,antivenom (centruroides scorpion),,,,https://www.drugs.com/sfx/anascorp-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,,,,22.0,"$5,533.64",Anascorp,https://www.drugs.com/price-guide/anascorp
Angeliq,drospirenone and estradiol,Tablets,"September 28, 2005","Berlex, Inc.",Postmenopausal Symptoms,https://www.drugs.com/angeliq.html,https://www.drugs.com/mtm/drospirenone-and-estradiol.html,Sex hormone combinations,,,8.2,49,https://www.drugs.com/comments/drospirenone-estradiol/angeliq.html,https://www.drugs.com/sfx/angeliq-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Postmenopausal Symptoms  ,8.2,49,6.0,$597.62,0.25 mg-0.5 mg,https://www.drugs.com/price-guide/angeliq
Anktiva,nogapendekin alfa inbakicept-pmln,- formerly N-803,"April 22, 2024","ImmunityBio, Inc.",Bladder Cancer,https://www.drugs.com/anktiva.html,,,,"Keytruda, pembrolizumab, doxorubicin, cisplatin, mitomycin, Adriamycin",,,,,Prescription only,,,,,,,,,,,
Annovera,ethinyl estradiol and segesterone acetate,Vaginal System,"August 10, 2018",The Population Council,Birth Control,https://www.drugs.com/annovera.html,https://www.drugs.com/mtm/ethinyl-estradiol-and-segesterone-vaginal-ring.html,Contraceptives,,"norethindrone, levonorgestrel, medroxyprogesterone, Provera, Mirena, Depo Provera",6.2,96,https://www.drugs.com/comments/ethinyl-estradiol-segesterone/annovera.html,https://www.drugs.com/sfx/annovera-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Birth Control  ,6.2,96,13.0,"$2,436.96",0.013 mg-0.15 mg/24 hours,https://www.drugs.com/price-guide/annovera
Anoro Ellipta,umeclidinium bromide and vilanterol,,"December 18, 2013","GlaxoSmithKline plc (GSK) and Theravance, Inc.",COPD,https://www.drugs.com/anoro-ellipta.html,https://www.drugs.com/mtm/umeclidinium-and-vilanterol.html,Bronchodilator combinations,,,7.1,62,https://www.drugs.com/comments/umeclidinium-vilanterol/anoro-ellipta.html,https://www.drugs.com/sfx/anoro-ellipta-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,COPD  ,6.9,57,15.0,$129.66,62.5 mcg-25 mcg/inh,https://www.drugs.com/price-guide/anoro-ellipta
Anturol,oxybutynin,Gel,"December 7, 2011","Antares Pharma, Inc.",Overactive Bladder,https://www.drugs.com/anturol.html,https://www.drugs.com/oxybutynin.html,Gelnique,,"Botox, oxybutynin, Myrbetriq, solifenacin, tolterodine, mirabegron",,,,https://www.drugs.com/sfx/anturol-side-effects.html,Discontinued,Risk data available,Not a controlled drug,,,,,,1.0,,,
Apadaz,acetaminophen and benzhydrocodone hydrochloride,Tablets  - formerly KP201,"February 23, 2018","KemPharm, Inc.",Pain,https://www.drugs.com/apadaz.html,https://www.drugs.com/mtm/acetaminophen-and-benzhydrocodone.html,Narcotic analgesic combinations,,,,,,https://www.drugs.com/sfx/apadaz-side-effects.html,Prescription only,Risk data available,High potential for abuse,Drug history at FDA,,,,,17.0,$39.00,325 mg-4.08 mg,https://www.drugs.com/price-guide/apadaz
Aphexda,motixafortide,Lyophilized Powder for Injection,"September 8, 2023",BioLineRx Ltd.,Hematopoietic Stem Cell Mobilization,https://www.drugs.com/aphexda.html,https://www.drugs.com/mtm/motixafortide.html,Hematopoietic stem cell mobilizer,,"Carvykti, Abecma, Tecvayli, Revlimid, Darzalex, Velcade, Pomalyst",,,,https://www.drugs.com/sfx/aphexda-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,33.0,"$6,222.20",62 mg,https://www.drugs.com/price-guide/aphexda
Apidra,insulin glulisine,Injection,"April 16, 2004",Aventis Pharmaceuticals Inc.,"Diabetes, Type 1, Diabetes, Type 2",https://www.drugs.com/apidra.html,https://www.drugs.com/mtm/insulin-glulisine.html,Insulin,,,,,,https://www.drugs.com/sfx/apidra-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,1.0,$99.21,100 units/mL,https://www.drugs.com/price-guide/apidra
Aplenzin,bupropion hydrobromide,Extended-Release Tablets  - formerly BVF-033,"April 23, 2008",Biovail Corporation,Depression,https://www.drugs.com/aplenzin.html,https://www.drugs.com/bupropion.html,Miscellaneous antidepressants,,"sertraline, trazodone, Lexapro, citalopram, Zoloft, Cymbalta, Wellbutrin",7.0,20,https://www.drugs.com/comments/bupropion/aplenzin.html,https://www.drugs.com/sfx/aplenzin-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Depression  ,6.5,14,8.0,"$2,139.55",hydrobromide 174 mg/24 hours,https://www.drugs.com/price-guide/aplenzin
Apokyn,apomorphine,Injection,"April 20, 2004",Bertek Pharmaceuticals,Parkinson's Disease,https://www.drugs.com/apokyn.html,https://www.drugs.com/apomorphine.html,Dopaminergic antiparkinsonism agents,,"ropinirole, benztropine, pramipexole, carbidopa / levodopa, Exelon, Gocovri",,,,https://www.drugs.com/sfx/apokyn-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2004,,,,,1.0,"$7,792.82",10 mg/mL,https://www.drugs.com/price-guide/apokyn
Apretude,cabotegravir,Extended-Release Injectable Suspension,"December 20, 2021",ViiV Healthcare,Pre-Exposure Prophylaxis,https://www.drugs.com/apretude.html,https://www.drugs.com/mtm/cabotegravir.html,Integrase strand transfer inhibitor,,"Descovy, Truvada, emtricitabine / tenofovir, cabotegravir",,,,https://www.drugs.com/sfx/apretude-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,1.0,"$4,083.57",600 mg/3 mL,https://www.drugs.com/price-guide/apretude
Apriso,mesalamine,Extended-Release Capsules,"October 31, 2008","Salix Pharmaceuticals, Ltd.",Ulcerative Colitis,https://www.drugs.com/apriso.html,https://www.drugs.com/mesalamine.html,5-aminosalicylates,,,6.6,29,https://www.drugs.com/comments/mesalamine/apriso.html,https://www.drugs.com/sfx/apriso-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Ulcerative Colitis  ,6.9,20,1.0,$546.85,0.375 g,https://www.drugs.com/price-guide/apriso
Aptiom,eslicarbazepine acetate,Tablets  - formerly Stedesa,"November 8, 2013",Sunovion Pharmaceuticals Inc.,"Epilepsy, Seizures",https://www.drugs.com/aptiom.html,https://www.drugs.com/mtm/eslicarbazepine.html,Dibenzazepine anticonvulsants,,,6.7,39,https://www.drugs.com/comments/eslicarbazepine/aptiom.html,https://www.drugs.com/sfx/aptiom-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2013,,Seizures  ,6.7,26,14.0,"$1,347.65",200 mg,https://www.drugs.com/price-guide/aptiom
Aptivus,tipranavir,Capsules,"June 22, 2005",Boehringer Ingelheim,HIV Infection,https://www.drugs.com/aptivus.html,https://www.drugs.com/mtm/tipranavir.html,Protease inhibitors,,"Biktarvy, Descovy, Truvada, Atripla, Stribild, Complera, Epzicom",,,,https://www.drugs.com/sfx/aptivus-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2005,,,,,22.0,"$2,173.01",250 mg,https://www.drugs.com/price-guide/aptivus
Arakoda,tafenoquine,Tablets,"August 8, 2018",60 Degrees Pharmaceuticals,Malaria Prevention,https://www.drugs.com/arakoda.html,https://www.drugs.com/mtm/tafenoquine.html,Antimalarial quinolines,,,,,,https://www.drugs.com/sfx/arakoda-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,11.0,$256.96,100 mg,https://www.drugs.com/price-guide/arakoda
Arcalyst,rilonacept,Injection  - formerly Interleukin-1 Trap,"February 27, 2008","Regeneron Pharmaceuticals, Inc.",Cryopyrin-Associated Periodic Syndromes; Deficiency of Interleukin-1 Receptor Antagonist; Recurrent Pericarditis,https://www.drugs.com/arcalyst.html,https://www.drugs.com/mtm/rilonacept.html,Interleukin inhibitors,,"anakinra, Kineret, canakinumab, rilonacept, Ilaris",,,,https://www.drugs.com/sfx/arcalyst-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2008,,,,,13.0,"$23,810.30",220 mg,https://www.drugs.com/price-guide/arcalyst
Arcapta,indacaterol,Neohaler  - formerly QAB149,"July 1, 2011",Novartis Pharmaceuticals Corp.,COPD,https://www.drugs.com/arcapta.html,https://www.drugs.com/cons/indacaterol.html,Adrenergic bronchodilators,,,,,,https://www.drugs.com/sfx/arcapta-side-effects.html,Discontinued,Risk data available,Not a controlled drug, FDA approved 2011,Anti-Doping Classification,,,,15.0,$277.60,75 mcg,https://www.drugs.com/price-guide/arcapta
Arexvy,"respiratory syncytial virus vaccine, adjuvanted",Suspension for Intramuscular Injection,"May 3, 2023",GlaxoSmithKline,Prevention of RSV Infection,https://www.drugs.com/arexvy.html,https://www.drugs.com/mtm/respiratory-syncytial-virus-rsv-vaccine.html,Viral vaccines,,,,,,https://www.drugs.com/sfx/arexvy-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,,,,1.0,"$2,957.90",preservative-free 120 mcg,https://www.drugs.com/price-guide/arexvy
Aridol,mannitol,Inhalation Powder,"October 5, 2010",Pharmaxis Ltd.,Bronchial Challenge Test,https://www.drugs.com/aridol.html,https://www.drugs.com/mtm/mannitol-inhalation.html,Miscellaneous diuretics,,"glucagon, mannitol, Lexiscan, Ceretec, arginine, metyrapone",,,,https://www.drugs.com/sfx/aridol-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,,,,1.0,$141.12,Aridol,https://www.drugs.com/price-guide/aridol
Arikayce,amikacin liposome,Inhalation Suspension,"September 28, 2018","Insmed, Inc.",Mycobacterium Avium Complex (MAC) Lung Disease,https://www.drugs.com/arikayce.html,https://www.drugs.com/mtm/amikacin-liposome.html,Aminoglycosides,,,,,,https://www.drugs.com/sfx/arikayce-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,,,,15.0,"$16,129.36",590 mg/8.4 mL,https://www.drugs.com/price-guide/arikayce
Aristada,aripiprazole lauroxil,Injection,"October 5, 2015",Alkermes plc,Schizophrenia,https://www.drugs.com/aristada.html,https://www.drugs.com/aripiprazole.html,Atypical antipsychotics,,"quetiapine, aripiprazole, Abilify, Seroquel, olanzapine, risperidone",4.0,16,https://www.drugs.com/comments/aripiprazole/aristada.html,https://www.drugs.com/sfx/aristada-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2015,,Schizophrenia  ,3.8,14,2.0,"$1,636.03",441 mg/1.6 mL,https://www.drugs.com/price-guide/aristada
Arnuity Ellipta,fluticasone furoate,Inhalation Powder,"August 20, 2014",GlaxoSmithKline plc,"Asthma, Asthma, Maintenance",https://www.drugs.com/arnuity-ellipta.html,https://www.drugs.com/mtm/fluticasone-inhalation.html,Inhaled corticosteroids,,"Symbicort, Ventolin HFA, Ventolin, Dupixent, Breo Ellipta, Xopenex",6.0,14,https://www.drugs.com/comments/fluticasone/arnuity-ellipta.html,https://www.drugs.com/sfx/arnuity-ellipta-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,"Asthma, Maintenance  ",6.0,14,1.0,$229.04,furoate 50 mcg,https://www.drugs.com/price-guide/arnuity-ellipta
Arranon,nelarabine,Injection,"October 28, 2005",GlaxoSmithKline,"Acute Lymphoblastic Leukemia, Lymphoma",https://www.drugs.com/arranon.html,https://www.drugs.com/mtm/nelarabine.html,Antimetabolites,,"prednisone, methotrexate, dexamethasone, Decadron, doxorubicin, Revlimid, imatinib",,,,https://www.drugs.com/sfx/arranon-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,78.0,$860.50,5 mg/mL,https://www.drugs.com/price-guide/arranon
Artiss,,,"March 19, 2008",Baxter Healthcare Corporation,"Burns, External",https://www.drugs.com/artiss.html,https://www.drugs.com/mtm/fibrin-sealant-topical.html,Miscellaneous coagulation modifiers,,,,,,https://www.drugs.com/sfx/artiss-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,,,,1.0,$922.10,Artiss,https://www.drugs.com/price-guide/artiss
Arzerra,ofatumumab,Injection,"October 26, 2009",GlaxoSmithKline,Chronic Lymphocytic Leukemia,https://www.drugs.com/arzerra.html,https://www.drugs.com/mtm/ofatumumab.html,CD20 monoclonal antibodies,,"Imbruvica, Venclexta, rituximab, cyclophosphamide, Rituxan, Calquence",,,,https://www.drugs.com/sfx/arzerra-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,36.0,"$1,590.63",20 mg/mL,https://www.drugs.com/price-guide/arzerra
